Date,Open,High,Low,Close,Volume,Size
1999/1/27,1137.692,1146.5,1134.132,1146.493,757097900,2533490764
1999/1/28,1147.866,1150.579,1137.121,1140.975,625434500,3409020379
1999/1/29,1139.835,1140.125,1130.332,1134.673,515158500,2834648893
1999/2/1,1131.651,1131.66,1118.548,1120.531,508415200,2538582781
1999/2/2,1119.779,1126.408,1114.79,1126.404,398997300,2198951033
1999/2/3,1126.842,1127.273,1115.131,1116.865,371484100,2251160958
1999/2/4,1114.647,1114.689,1102.49,1103.497,389106200,2116437276
1999/2/5,1101.478,1101.478,1079.218,1081.442,408518000,2217084974
1999/2/8,1076.816,1082.456,1064.174,1065.816,352380800,1915979061
1999/2/9,1065.907,1090.169,1065.907,1090.087,327566200,1805294775
1999/3/1,1092.145,1098.36,1084.156,1097.975,288540700,1573510617
1999/3/2,1098.294,1103.25,1090.044,1100.919,404006400,2075631097
1999/3/3,1101.132,1128.779,1101.066,1128.736,559034400,3183463132
1999/3/4,1130.343,1133.728,1120.706,1128.954,495140000,3121497122
1999/3/5,1128.618,1137.959,1124.086,1132.357,520194300,3071186186
1999/3/8,1133.508,1142.148,1128.386,1142.107,563170200,3104663752
1999/3/9,1143.102,1145.708,1135.374,1136.941,590019900,4002903187
1999/3/10,1136.022,1136.08,1127.17,1132.736,532639000,3038058783
1999/3/11,1133.287,1153.843,1133.153,1149.925,694161000,3998205087
1999/3/12,1151.99,1158.712,1148.665,1158.702,706443700,4495672354
1999/3/15,1161.494,1169.699,1159.145,1164.639,729591100,5008176697
1999/3/16,1164.791,1166.965,1155.935,1166.93,659863700,4032669022
1999/3/17,1167.719,1173.041,1158.588,1159.096,754877500,4956740291
1999/3/18,1155.271,1160.679,1147.569,1151.991,592744900,3697612546
1999/3/19,1150.609,1172.921,1150.34,1172.921,716593100,5680622591
1999/3/22,1175.675,1179.65,1168.336,1172.743,769528500,5632754154
1999/3/23,1172.977,1174.476,1163.28,1170.949,878444000,3780260143
1999/3/24,1171.302,1177.341,1167.104,1169.034,613294700,3805379031
1999/3/25,1167.864,1167.875,1155.013,1156.854,513376200,3773399684
1999/3/26,1155.348,1162.416,1154.936,1161.12,515196400,3544642181
1999/3/29,1160.576,1169.503,1158.087,1169.489,551824200,3999718379
1999/3/30,1171.127,1173.66,1156.045,1157.507,514719200,3443104434
1999/3/31,1156.37,1159.533,1150.82,1158.054,484239000,3486601323
1999/4/1,1158.681,1168.528,1158.442,1168.504,620212400,4981375327
1999/4/2,1170.76,1184.433,1170.307,1184.402,766553200,5845190962
1999/4/5,1188.931,1194.514,1187.059,1194.469,807176900,6256008015
1999/4/6,1195.948,1199.842,1191.582,1199.6,670936200,4989342138
1999/4/7,1200.224,1202.32,1193.727,1201.634,814167500,5813793323
1999/4/8,1203.02,1205.411,1192.462,1202.469,817610600,5365980558
1999/4/9,1203.442,1210.1,1196.744,1205.139,980901100,6831574860
1999/4/12,1205.319,1205.677,1193.657,1195.337,1020296100,6908185857
1999/4/13,1192.149,1193.325,1174.135,1178.192,734821400,4912139551
1999/4/14,1176.771,1184.176,1174.268,1181.517,532570400,3833017817
1999/4/15,1182.204,1185.593,1168.592,1170.616,737037000,4546185109
1999/4/16,1168.908,1175.034,1162.31,1166.237,724113800,4492720433
1999/4/19,1164.616,1166.04,1156.607,1159.473,767199000,4014308497
1999/4/20,1160.052,1171.603,1159.564,1171.603,1069139900,3905078344
1999/4/21,1171.948,1173.525,1143.045,1144.065,952069000,4179717013
1999/4/22,1137.91,1140.899,1110.646,1137.162,908942800,4531599302
1999/4/23,1137.608,1144.778,1135.607,1139.997,675682200,3520446602
1999/4/26,1139.647,1140.17,1111.995,1112.791,604176300,3157918180
1999/4/27,1108.911,1108.911,1089.759,1091.695,562483500,2881964166
1999/4/28,1090.873,1112.29,1087.794,1091.089,473206600,3045270039
1999/4/29,1091.057,1116.418,1090.564,1116.405,504636200,3168527554
1999/4/30,1116.107,1122.222,1114.178,1120.927,419609700,2597537221
1999/5/4,1120.908,1121.91,1108.893,1111.757,408896600,2378657565
1999/5/5,1110.937,1116.964,1105.346,1116.932,437463300,2125256484
1999/5/6,1116.855,1128.901,1116.639,1128.224,639098200,2759395563
1999/5/7,1129.532,1131.493,1117.936,1120.738,583332700,2867402913
1999/5/10,1107.365,1107.365,1065.18,1071.927,688193300,3594177475
1999/5/11,1072.044,1095.406,1072.044,1095.402,434819100,2320905514
1999/5/12,1096.737,1104.809,1092.785,1099.996,396164700,2346321091
1999/5/13,1100.857,1101.356,1086.458,1088.863,366073200,2016842628
1999/5/14,1087.942,1088.002,1060.502,1063.277,485905600,2673954502
1999/5/17,1057.485,1072.166,1047.833,1065.557,375362500,2101401118
1999/5/18,1066.519,1075.652,1058.386,1059.874,400459200,1952889499
1999/5/19,1058.7,1109.116,1057.72,1109.089,598795200,4023146288
1999/5/20,1114.659,1147.727,1113.318,1147.707,1067059200,6953874959
1999/5/21,1154.806,1170.141,1152.261,1168.72,1570595700,9421370035
1999/5/24,1173.132,1215.216,1164.895,1213.654,2074116000,13417240970
1999/5/25,1223.129,1244.84,1198.067,1202.885,2873759400,15454290499
1999/5/26,1199.225,1236.142,1195.843,1236.046,1620577800,11756461557
1999/5/27,1247.322,1283.027,1247.322,1283.02,2257634800,17628894177
1999/5/28,1291.96,1294.641,1260.712,1277.15,3196835800,15829195181
1999/5/31,1287.075,1303.48,1253.251,1279.326,2347326200,16681238948
1999/6/1,1283.3,1311.601,1276.116,1311.594,1722944800,13657011325
1999/6/2,1319.832,1330.278,1287.011,1287.931,2223250200,17168164868
1999/6/3,1280.477,1286.913,1259.008,1268.324,1666148000,12441163174
1999/6/4,1271.168,1288.003,1271.163,1285.579,1368480400,11353125682
1999/6/7,1287.462,1326.611,1285.15,1326.518,1566229000,13072819156
1999/6/8,1336.03,1341.643,1319.497,1333.644,1619835000,13638321153
1999/6/9,1334.849,1350.137,1323.986,1348.606,1563229200,12810832027
1999/6/10,1371.003,1382.074,1353.564,1364.345,2487743000,18278629318
1999/6/11,1364.275,1376.775,1359.277,1370.39,1884119000,13764889060
1999/6/14,1382.532,1427.768,1382.532,1427.707,2526166200,17337062600
1999/6/15,1453.33,1477.142,1366.654,1387.592,3748467900,26646873102
1999/6/16,1402.345,1460.168,1402.304,1460.168,2520722400,20061051438
1999/6/17,1483.064,1501.016,1450.204,1501.007,3648613800,27755621049
1999/6/18,1511.881,1516.127,1480.981,1498.915,3611750500,26350004402
1999/6/21,1506.826,1546.611,1503.401,1546.408,3069874900,23396705973
1999/6/22,1551.875,1564.448,1524.495,1564.444,3170865800,22159979870
1999/6/23,1571.27,1606.5,1566.629,1606.5,3026881700,25758863034
1999/6/24,1615.63,1654.55,1611.985,1654.11,3762046600,31166178792
1999/6/25,1665.985,1705.21,1591.079,1593.859,5781329300,40443162413
1999/6/28,1606.283,1693.161,1606.282,1693.16,4138804100,29139395284
1999/6/29,1722.739,1742.147,1691.342,1739.205,4010595600,31556771192
1999/6/30,1755.561,1756.184,1666.01,1689.428,4885793200,34109038863
1999/7/1,1678.838,1678.838,1540.034,1560.787,3126123000,25032686199
1999/7/2,1570.564,1620.544,1532.444,1613.533,3438451400,22709080816
1999/7/5,1627.246,1630.382,1573.734,1581.819,2420693200,17791643429
1999/7/6,1568.83,1580.232,1504.366,1517.253,1796851500,12505971843
1999/7/7,1515.161,1568.673,1507.546,1568.652,1572137700,12282010735
1999/7/8,1579.143,1591.131,1560.431,1577.987,1439775300,12900198094
1999/7/9,1577.791,1594.578,1563.163,1584.75,1343695700,12388382942
1999/7/12,1588.38,1589.902,1545.563,1559.732,1408962800,12319168283
1999/7/13,1547.344,1547.344,1511.431,1524.821,1240941800,8994397748
1999/7/14,1526.977,1559.663,1526.22,1559.52,1120753200,9511564294
1999/7/15,1565.04,1567.829,1545.07,1549.336,1597420100,9129384469
1999/7/16,1547.46,1547.606,1512.784,1519.741,1493488700,8891163517
1999/7/19,1500.449,1509.994,1473.234,1479.076,1235493500,8147153243
1999/7/20,1476.027,1574.749,1471.509,1574.603,1731110500,11258244703
1999/7/21,1586.885,1626.952,1573.7,1609.811,2792592100,20722799728
1999/7/22,1606.856,1606.856,1548.495,1550.73,1784447700,13715316327
1999/7/23,1552.245,1597.184,1552.237,1585.98,1330113400,11003223046
1999/7/26,1592.414,1607.072,1587.377,1602.031,1245123200,10225516273
1999/7/27,1605.372,1607.047,1580.817,1590.713,1161682800,9525984717
1999/7/28,1592.452,1609.794,1584.246,1597.199,1070165400,9484130919
1999/7/29,1610.116,1615.749,1585.839,1595.86,874300100,7986502889
1999/7/30,1599.938,1605.273,1587.338,1601.459,1456164300,8163627774
1999/8/2,1607.062,1622.383,1603.369,1616.276,1165873700,10094560604
1999/8/3,1622.301,1626.91,1609.124,1626.841,1262796200,10195631823
1999/8/4,1630.99,1649.258,1630.99,1649.128,1528651100,12379579014
1999/8/5,1654.526,1658.69,1641.862,1653.537,1462173900,12885918362
1999/8/6,1655.306,1656.585,1601.843,1646.593,1921333600,15532711338
1999/8/9,1650.277,1651.635,1624.721,1628.836,1348022400,11510440784
1999/8/10,1622.967,1623.026,1597.22,1602.147,1244001900,9513723724
1999/8/11,1598.015,1607.677,1574.714,1583.401,947012000,7091288952
1999/8/12,1583.512,1594.889,1566.714,1575.642,743380000,5655266712
1999/8/13,1581.23,1591.493,1569.302,1571.901,667683300,4933747002
1999/8/16,1568.899,1570.211,1546.837,1560.068,726984600,5240399484
1999/8/17,1562.56,1596.151,1562.56,1576.405,898064400,7168332253
1999/8/18,1578.263,1582.016,1555.976,1581.929,682044800,5605034750
1999/8/19,1587.898,1645.842,1587.87,1637.743,1547297600,12933973693
1999/8/20,1645.543,1651.174,1627.039,1628.934,1181764400,10684262180
1999/8/23,1631.435,1645.004,1626.954,1644.999,1064361600,10083887552
1999/8/24,1650.537,1655.142,1638.963,1648.469,1096098100,10704367905
1999/8/25,1649.609,1651.092,1618.54,1625.765,926788800,8452901817
1999/8/26,1622.166,1638.233,1615.855,1638.233,823946700,7140302988
1999/8/27,1642.061,1644.471,1627.255,1633.9,822311600,7405017284
1999/8/30,1635.553,1637.31,1614.448,1619.039,895662600,7774129569
1999/8/31,1622.877,1630.014,1609.796,1627.116,735498400,5946372751
1999/9/1,1627.821,1629.076,1595.963,1599.552,685913700,5778720844
1999/9/2,1591.583,1614.106,1572.417,1611.958,813446000,6259438408
1999/9/3,1613.304,1614.412,1583.45,1587.887,685659700,5283491352
1999/9/6,1577.505,1577.562,1556.834,1560.678,553917700,4024250790
1999/9/7,1558.861,1574.648,1556.741,1562.794,467192000,3981179980
1999/9/8,1563.621,1581.932,1563.605,1571.598,417984700,3706190627
1999/9/9,1590.711,1675.261,1590.701,1675.122,1974242000,14986945890
1999/9/10,1690.025,1695.644,1656.723,1659.929,1956852600,18600734282
1999/9/13,1664.514,1671.64,1656.168,1670.143,1089322300,10974564089
1999/9/14,1675.706,1681.847,1668.128,1672.892,955270800,10136838413
1999/9/15,1675.191,1679.135,1657.786,1662.803,1049848900,8906709108
1999/9/16,1662.463,1664.961,1643.98,1645.511,731690100,7305045580
1999/9/17,1644.803,1662.165,1636.477,1648.558,707628500,6448295440
1999/9/20,1649.121,1651.535,1628.894,1633.835,532812300,4904954580
1999/9/21,1630.021,1630.269,1617.812,1625.588,472031400,4028274802
1999/9/22,1625.165,1632.411,1613.582,1617.057,396418300,3670171694
1999/9/23,1618.768,1622.667,1597.115,1604.203,548541900,4302764968
1999/9/24,1609.827,1631.399,1609.827,1619.326,448213700,3871965605
1999/9/27,1624.459,1629.191,1598.705,1602.158,409240600,4190201338
1999/9/28,1602.794,1606.023,1586.549,1591.432,409781300,3722190283
1999/9/29,1593.719,1608.603,1580.999,1584.954,474946400,3766047587
1999/9/30,1588.986,1595.006,1567.724,1570.702,455507200,4045558536
1999/10/8,1568.238,1568.375,1531.799,1534.515,331275400,2482259853
1999/10/11,1529.22,1538.343,1516.622,1522.48,333523800,2655557652
1999/10/12,1526.449,1538.279,1526.449,1537.796,233986100,2142747495
1999/10/13,1540.599,1544.449,1504.388,1507.422,362642200,2286188096
1999/10/14,1504.497,1535.244,1494.94,1508.726,403368800,2599842676
1999/10/15,1515.908,1550.709,1515.908,1543.798,567080800,4145652910
1999/10/18,1547.267,1549.368,1499.464,1501.665,560267400,3517368635
1999/10/19,1493.47,1493.486,1468.098,1470.9,486167000,3069334912
1999/10/20,1469.284,1490.758,1463.426,1485.827,431183500,2798379220
1999/10/21,1486.925,1488.005,1452.709,1458.53,477268600,3335652458
1999/10/22,1457.635,1512.93,1457.498,1497.462,784406400,5006161329
1999/10/25,1499.138,1499.385,1465.137,1468.266,516785800,2912732878
1999/10/26,1467.522,1496.452,1467.505,1482.667,755550800,3395246802
1999/10/27,1509.64,1537.3,1504.994,1536.821,1614688500,6969631020
1999/10/28,1541.287,1542.045,1507.791,1514.525,1328479400,5268099804
1999/10/29,1515.184,1520.472,1494.706,1504.563,850592500,4325723030
1999/11/1,1501.735,1506.994,1488.234,1493.096,619149400,3185786348
1999/11/2,1491.758,1499.872,1481.567,1487.469,445031100,2895948585
1999/11/3,1488.366,1492.306,1472.73,1475.684,484565900,2777963541
1999/11/4,1474.135,1474.135,1457.14,1464.828,590695100,3075130980
1999/11/5,1464.603,1478.829,1460.675,1465.232,560002600,2918874212
1999/11/8,1464.493,1477.135,1458.653,1471.375,478786200,2475390007
1999/11/9,1474.002,1479.834,1461.483,1464.03,440650000,2436849881
1999/11/10,1463.688,1463.73,1436.742,1450.152,679121700,7860074633
1999/11/11,1449.622,1459.447,1440.983,1443.905,467834900,3352626781
1999/11/12,1446.26,1452.933,1444.127,1450.327,340813600,2612716058
1999/11/15,1451.549,1454.088,1436.681,1451.536,808911400,3148118558
1999/11/16,1463.337,1469.596,1428.748,1431.319,832157000,4854076833
1999/11/17,1429.712,1462.848,1427.358,1462.79,652606900,3763921105
1999/11/18,1466.488,1498.081,1454.468,1482.452,1014820400,6753968926
1999/11/19,1485.053,1489.898,1466.346,1468.472,570549300,4069182939
1999/11/22,1468.218,1468.944,1457.608,1464.588,615375400,3514200036
1999/11/23,1464.934,1471.911,1461.383,1466.434,418801400,2856239553
1999/11/24,1466.091,1467.842,1451.033,1454.578,420710900,2537164219
1999/11/25,1451.877,1451.89,1439.944,1444.241,412350400,2630266077
1999/11/26,1443.442,1449.03,1441.517,1444.513,710050100,2757461910
1999/11/29,1444.011,1444.585,1432.958,1435.468,524671800,2785933172
1999/11/30,1433.896,1439.605,1429.554,1434.973,491033600,2434140469
1999/12/1,1434.978,1447.682,1432.946,1447.116,497560200,2878793713
1999/12/2,1446.686,1447.809,1433.539,1435.837,533560400,3291840585
1999/12/3,1436.02,1440.542,1430.664,1437.233,451732000,3066891453
1999/12/6,1436.802,1437.18,1422.727,1426.995,510372600,3156748544
1999/12/7,1426.686,1438.036,1424.761,1428.261,466255000,2978882102
1999/12/8,1428.773,1430.977,1422.047,1424.848,469681900,3290643415
1999/12/9,1424.912,1424.912,1413.625,1416.726,459280000,2850350842
1999/12/10,1416.37,1429.011,1413.453,1428.939,478527100,3519317114
1999/12/13,1429.194,1430.406,1415.285,1417.107,504221900,3758808333
1999/12/14,1415.712,1422.357,1411.067,1422.263,455119900,3061184530
1999/12/15,1423.762,1461.899,1423.742,1451.057,1093729000,6741845159
1999/12/16,1451.725,1451.943,1432.83,1434.867,606275000,4143615477
1999/12/17,1434.632,1438.225,1416.743,1419.551,512298200,3799891056
1999/12/21,1416.5,1416.502,1388.059,1395.497,566058000,3150574847
1999/12/22,1393.827,1397.169,1383.565,1387.51,493602500,3407837088
1999/12/23,1386.79,1387.195,1364.92,1369.461,511264400,3288228619
1999/12/24,1367.687,1375.922,1352.1,1355.367,429204900,2763822359
1999/12/27,1353.527,1359.079,1341.052,1345.352,512089400,3222658377
1999/12/28,1346.452,1368.246,1342.941,1348.821,489571200,2964954390
1999/12/29,1350.267,1358.142,1341.933,1356.926,505356800,3246104316
1999/12/30,1357.815,1366.678,1357.815,1366.58,401397100,2359956253
2000/1/4,1368.693,1407.518,1361.214,1406.371,903402300,5183897919
2000/1/5,1407.829,1433.78,1398.323,1409.682,1057998400,8137326105
2000/1/6,1406.036,1463.955,1400.253,1463.942,1348051500,9520842349
2000/1/7,1477.154,1522.825,1477.154,1516.604,3451569900,19487194485
2000/1/10,1531.712,1546.723,1506.404,1545.112,3125353900,18779112481
2000/1/11,1547.678,1547.708,1468.757,1479.781,2192455400,15771749150
2000/1/12,1473.761,1489.28,1434.996,1438.02,1522286900,12656691091
2000/1/13,1437.453,1444.066,1418.814,1424.442,861291200,7468732839
2000/1/14,1426.224,1433.474,1401.706,1408.848,744701200,6256399467
2000/1/17,1408.988,1433.383,1402.663,1433.33,764983100,6290278052
2000/1/18,1436.888,1443.592,1421.642,1426.623,776712800,7072430996
2000/1/19,1425.874,1443.672,1425.143,1440.724,800659600,6493590019
2000/1/20,1443.094,1466.901,1443.094,1466.863,1007080200,8875430174
2000/1/21,1471.905,1476.456,1458.925,1465.085,1505097300,13743475501
2000/1/24,1465.858,1477.412,1449.472,1477.344,1624151500,14606044275
2000/1/25,1483.033,1490.464,1467.438,1476.506,1363598700,12996698663
2000/1/26,1477.295,1482.464,1469.98,1481.117,1038443700,9577442403
2000/1/27,1490.447,1506.922,1485.234,1506.767,1898178600,15992564469
2000/1/28,1514.558,1536.346,1510.745,1534.997,2938895600,20709479516
2000/2/14,1591.445,1674.132,1587.818,1673.943,4358082000,23157620808
2000/2/15,1709.224,1746.443,1663.005,1670.67,5254347200,34925487573
2000/2/16,1674.936,1695.881,1649.699,1693.109,3743555000,34009003014
2000/2/17,1734.268,1770.88,1615.629,1640.649,5143904700,47262171140
2000/2/18,1623.961,1668.164,1583.582,1668.091,2679965100,25842490034
2000/2/21,1681.361,1697.01,1652.476,1677.136,3105240800,32615791398
2000/2/22,1681.299,1687.511,1627.467,1632.294,2425177800,26178823206
2000/2/23,1618.008,1630.546,1586.634,1594.93,1918606000,18577262975
2000/2/24,1593.948,1634.323,1593.929,1634.309,1393287800,14762155773
2000/2/25,1639.919,1650.365,1618.177,1631.576,1705805500,18504670829
2000/2/28,1639.799,1704.884,1639.696,1704.855,2612794300,24422228681
2000/2/29,1728.136,1733.141,1678.35,1714.578,2868075700,32196007876
2000/3/1,1720.597,1721.14,1692.509,1697.744,2248835500,23873891116
2000/3/2,1697.562,1721.598,1682.535,1713.014,1959349600,20352633528
2000/3/3,1728.355,1750.645,1721.705,1738.021,2481549000,25767592248
2000/3/6,1756.313,1762.829,1678.744,1681.085,2650721500,26614912081
2000/3/7,1661.948,1694.887,1654.444,1694.798,1768561500,16439373751
2000/3/8,1699.462,1726.043,1690.117,1726.033,1974594100,17218283311
2000/3/9,1734.767,1741.224,1714.921,1732.346,1787737800,18604743122
2000/3/10,1731.94,1743.139,1701.793,1705.049,1587236200,16393991370
2000/3/13,1706.769,1729.007,1706.349,1728.875,1982917200,12882605992
2000/3/14,1690.653,1700.373,1636.893,1685.347,2287043000,18661145444
2000/3/15,1680.296,1695.162,1676.544,1681.471,1678215400,15695372102
2000/3/16,1671.097,1671.178,1596.072,1607.527,1979175900,13637411551
2000/3/17,1602.363,1661.976,1602.335,1658.601,1533750900,13891457570
2000/3/20,1646.31,1699.281,1641.765,1699.248,1817543400,17219843223
2000/3/21,1704.085,1713.205,1692.684,1710.324,1635110000,17635837072
2000/3/22,1713.241,1726.59,1711.158,1720.446,1465842100,16886303609
2000/3/23,1724.188,1747.283,1711.405,1747.241,1674950200,17434438387
2000/3/24,1761.444,1770.263,1729.483,1730.499,2203771900,22607366636
2000/3/27,1736.696,1776.021,1736.696,1775.914,1992731300,20103074439
2000/3/28,1788.827,1799.952,1774.482,1791.441,2448516600,22388465413
2000/3/29,1797.881,1803.827,1763.62,1788.807,2302667700,19240343167
2000/3/30,1793.676,1811.063,1790.849,1810.984,2930593700,18011624777
2000/3/31,1810.553,1810.897,1780.411,1800.225,2334072500,18552252287
2000/4/3,1799.575,1816.86,1798.254,1801.003,1886111200,17921349214
2000/4/4,1795.161,1795.161,1755.98,1760.692,1712827700,14832918470
2000/4/5,1756.3,1776.715,1746.302,1771.199,1360458100,12164237566
2000/4/6,1775.784,1809.169,1775.676,1809.141,1500703400,14467556940
2000/4/7,1816.786,1822.615,1807.543,1819.896,1608126000,15683968192
2000/4/10,1826.611,1831.853,1815.991,1826.061,1680915800,16191766614
2000/4/11,1826.403,1828.057,1812.008,1821.174,1424577900,14330834526
2000/4/12,1822.398,1823.832,1785.327,1807.328,1364303300,12673772436
2000/4/13,1807.837,1832.083,1807.712,1831.548,1654905700,14957163058
2000/4/14,1835.861,1840.189,1820.672,1833.665,1790546600,16789066930
2000/4/17,1829.615,1829.929,1778.878,1795.058,1984014200,18006789902
2000/4/18,1794.339,1813.571,1779.294,1813.495,1320474100,12563870583
2000/4/19,1819.081,1831.57,1817.211,1828.71,1276615900,13317001781
2000/4/20,1831.657,1847.51,1831.485,1847.027,1653776000,16462800462
2000/4/21,1851.307,1858.265,1834.847,1841.064,1624463400,17091940018
2000/4/24,1844.695,1848.973,1827.167,1837.398,1616377600,15628040159
2000/4/25,1838.05,1841.86,1815.632,1833.469,1077140000,11112366661
2000/4/26,1835.666,1842.887,1826.392,1832.779,1016383800,10596524391
2000/4/27,1835.601,1840.572,1803.577,1806.83,1233293900,12226651955
2000/4/28,1805.503,1836.329,1797.713,1836.321,1097131100,11368103089
2000/5/8,1848.173,1852.903,1828.097,1836.637,895912400,9370446571
2000/5/9,1838.996,1839.288,1799.822,1806.638,913032000,9442887821
2000/5/10,1801.426,1801.64,1750.012,1752.689,945267000,8447192934
2000/5/11,1750.859,1762.125,1718.892,1724.048,843716900,8141305897
2000/5/12,1725.868,1740.954,1715.058,1720.608,740418200,7146073121
2000/5/15,1722.635,1726.724,1695.531,1704.587,709465600,6642869064
2000/5/16,1706.728,1725.903,1706.728,1724.538,533545100,5311438709
2000/5/17,1727.426,1736.274,1722.712,1725.398,525768000,5381897611
2000/5/18,1725.604,1758.54,1719.844,1758.537,835413900,7887885857
2000/5/19,1761.791,1777.983,1754.884,1777.828,955398600,10186382594
2000/5/22,1785.894,1830.927,1783.304,1824.736,1471439200,15293806571
2000/5/23,1834.436,1836.992,1811.577,1832.075,1246957100,12572758659
2000/5/24,1835.563,1861.484,1831.842,1855.493,1586843900,16279508580
2000/5/25,1866.563,1880.719,1860.779,1880.704,1680941900,18349950730
2000/5/26,1885.752,1890.686,1860.919,1879.617,2068925600,18315575830
2000/5/29,1885.546,1900.674,1882.742,1898.748,1804426200,18860832916
2000/5/30,1903.53,1908.306,1868.61,1877.471,1651899000,16860800056
2000/5/31,1875.463,1894.583,1869.338,1894.554,1576923500,16247708354
2000/6/1,1900.533,1906.817,1889.995,1903.488,1465458300,15427005540
2000/6/2,1906.162,1916.25,1897.713,1916.25,1784035200,17480910338
2000/6/5,1921.969,1930.335,1889.815,1899.092,2921753600,21494090822
2000/6/6,1898.591,1925.552,1891.665,1925.544,1719005100,16217410399
2000/6/7,1934.376,1940.22,1921.383,1935.031,1557941700,15843602043
2000/6/8,1937.195,1938.554,1913.365,1925.206,1632980400,15226676579
2000/6/9,1926.15,1929.946,1896.061,1900.787,1493337000,14353959653
2000/6/12,1896.428,1912.589,1884.616,1912.557,1204009400,12487747476
2000/6/13,1918.192,1938.674,1917.19,1938.674,1442765300,13872238435
2000/6/14,1944.44,1949.171,1929.706,1932.29,1615631700,15923456041
2000/6/15,1933.059,1942.326,1925.914,1942.285,1411676000,14026909881
2000/6/16,1945.698,1947.463,1919.403,1926.944,1470755200,14588988165
2000/6/19,1924.693,1926.981,1910.469,1915.205,1188112600,12038242081
2000/6/20,1913.074,1913.074,1888.082,1895.348,1013609600,9752541966
2000/6/21,1894.779,1913.147,1894.634,1913.131,834891100,8754411909
2000/6/22,1918.164,1921.148,1906.304,1913.901,905959200,9545648575
2000/6/23,1915.307,1939.634,1913.65,1939.627,1199891800,12747644406
2000/6/26,1946.698,1953.339,1943.248,1948.639,1406804400,14136452220
2000/6/27,1949.778,1952.455,1938.135,1942.898,1198004700,11628690660
2000/6/28,1943.984,1953.064,1940.054,1947.481,1123954100,12112091755
2000/6/29,1949.847,1951.126,1924.473,1937.261,1191984200,12264637833
2000/6/30,1937.843,1941.402,1924.969,1928.106,1246757800,12624403845
2000/7/3,1917.442,1917.447,1890.528,1895.637,1578473600,11983824358
2000/7/4,1891.205,1907.944,1888.249,1907.931,1440782000,8581330934
2000/7/5,1910.42,1918.909,1904.468,1909.187,1302943400,8073743377
2000/7/6,1909.237,1910.054,1896.659,1902.552,993114100,8824960214
2000/7/7,1904.085,1932.829,1904.085,1932.792,1168290400,10742165498
2000/7/10,1938.843,1948.063,1932.955,1948.021,1452462500,14072031630
2000/7/11,1952.259,1960.595,1947.666,1960.541,1443839200,14391813845
2000/7/12,1965.231,1974.414,1960.349,1973.374,1391952500,14906316252
2000/7/13,1978.552,1984.066,1963.553,1979.201,1816211300,19350098901
2000/7/14,1981.776,1987.223,1972.622,1987.192,1621586000,16334687399
2000/7/17,1992.894,1997.938,1980.223,1982.479,1350878700,15661437203
2000/7/18,1982.497,1993.994,1981.736,1993.986,878002300,11080578748
2000/7/19,2000.33,2004.461,1987.42,1998.426,970837300,12685114022
2000/7/20,1999.089,2003.802,1979.875,1991.56,928287700,12997399525
2000/7/21,1994.423,1998.347,1991.838,1996.336,859313900,10809192538
2000/7/24,1998.245,1999.903,1982.881,1989.239,927517800,11390178883
2000/7/25,1990.149,1997.849,1989.086,1996.577,875170100,11050167962
2000/7/26,1999.442,2012.395,1999.403,2012.319,951206800,11679823681
2000/7/27,2017.457,2024.998,2004.549,2012.35,1198327300,14663281244
2000/7/28,2014.113,2016.94,2006.172,2012.793,1094381500,13327394014
2000/7/31,2016.144,2023.568,2008.637,2023.539,1230729200,15328029544
2000/8/1,2027.013,2031.925,2023.453,2028.151,902065500,11273846756
2000/8/2,2030.789,2033.191,2018.481,2030.683,897428600,11096046306
2000/8/3,2032.937,2038.654,2030.101,2036.301,1097299000,13159629109
2000/8/4,2037.468,2041.283,2013.45,2026.361,1173918600,14517949662
2000/8/7,2025.182,2039.419,2017.903,2039.419,1071271400,13194100193
2000/8/8,2042.745,2050.073,2040.783,2049.916,1086461200,13489696737
2000/8/9,2051.654,2061.284,2048.494,2061.18,1226967100,15774777618
2000/8/10,2065.305,2067.745,2053.861,2065.943,1322559300,17966576839
2000/8/11,2067.784,2070.298,2055.2,2062.666,1136176000,15406527866
2000/8/14,2065.935,2076.328,2065.935,2076.3,1080668500,13785725922
2000/8/15,2079.069,2082.736,2066.16,2076.823,1034044800,12776113990
2000/8/16,2078.485,2083.467,2072.984,2083.467,1064598200,13458292833
2000/8/17,2086.809,2092.329,2086.559,2091.586,1111404800,13776078846
2000/8/18,2093.632,2097.315,2086.754,2090.183,1034095500,12914594476
2000/8/21,2095.378,2108.879,2093.418,2108.69,1351556100,16485780029
2000/8/22,2112.017,2114.522,2074.52,2074.703,1316762200,15718825765
2000/8/23,2064.045,2080.144,1980.345,2057.919,1889864800,23007105523
2000/8/24,2058.529,2073.947,2043.206,2071.161,1374608400,17062325376
2000/8/25,2073.715,2086.721,2066.329,2086.703,1023534200,13463882545
2000/8/28,2092.122,2100.7,2085.601,2100.585,1121621900,14500828320
2000/8/29,2103.033,2105.634,2094.609,2105.476,1003861200,13338550026
2000/8/30,2107.019,2108.097,2075.16,2076.143,1004270200,13796935152
2000/8/31,2062.835,2064.76,2019.447,2021.199,1122430800,13998246936
2000/9/1,2009.151,2026.351,1997.717,1999.859,931539000,11909299071
2000/9/4,1994.885,2010.602,1981.229,2010.602,763882000,9573130897
